ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_lokjar	
hkrul_lokjar_cry	hkrul_lokjar
wh3_main_unit_passive_single_entity	hkrul_lokjar
wh_main_character_abilities_deadly_onslaught	hkrul_lokjar
wh_main_character_abilities_foe_seeker	hkrul_lokjar
wh_dlc08_lord_abilities_fight_or_die	hkrul_lokjar
wh3_main_unit_passive_single_entity	hkrul_lokjar_horse
wh_dlc08_lord_abilities_fight_or_die	hkrul_lokjar_horse
wh_dlc08_lord_passive_rage	hkrul_lokjar_horse
wh_main_character_abilities_foe_seeker	hkrul_lokjar_horse
wh_main_character_abilities_deadly_onslaught	hkrul_lokjar_horse
wh3_main_unit_passive_single_entity	hkrul_lokjar_chariot
wh_dlc08_lord_abilities_fight_or_die	hkrul_lokjar_chariot
wh_dlc08_lord_passive_rage	hkrul_lokjar_chariot
wh_main_character_abilities_foe_seeker	hkrul_lokjar_chariot
wh_main_character_abilities_deadly_onslaught	hkrul_lokjar_chariot
