ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_surtha_ek	
wh3_main_unit_passive_single_entity	hkrul_surtha_ek
wh_dlc08_lord_abilities_fight_or_die	hkrul_surtha_ek
wh_dlc08_lord_passive_rage	hkrul_surtha_ek
hkrul_surtha_ek_speed_up	hkrul_surtha_ek
wh_main_character_abilities_foe_seeker	hkrul_surtha_ek
wh3_main_unit_passive_single_entity	hkrul_surtha_ek_chariot
wh_dlc08_lord_abilities_fight_or_die	hkrul_surtha_ek_chariot
wh_dlc08_lord_passive_rage	hkrul_surtha_ek_chariot
wh_main_character_abilities_foe_seeker	hkrul_surtha_ek_chariot
hkrul_surtha_ek_speed_up	hkrul_surtha_ek_chariot
