key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/wolftribe_arngrim									
wolftribe_skill_unique_blood_berserker	causes_terror.png		Blood-Drenched Berserker	12	false	false	false	0.0000	0
wolftribe_skill_self_tribal_giant	character_health.png		Tribal Giant	9	false	false	false	0.0000	0
wolftribe_skill_self_berserker_champion	character_ward_save.png		Berserker Champion	0	false	false	false	0.0000	0
wolftribe_skill_self_blessing_of_the_beast	mount_giant_wolf.png		Blessing of the Beast	0	false	false	false	0.0000	0
wolftribe_skill_self_jarl_slayer	wh2_dlc13_skill_merely_a_flashwound.png		Jarl-Slayer	0	false	false	false	0.0000	0
wolftribe_skill_self_contest_of_skill	character_damage.png		Contest of Skill	0	false	false	false	0.0000	0
wolftribe_skill_self_blood_brother	character_untainted.png		Blood-Brother	0	false	false	false	0.0000	0
wolftribe_skill_innate_foe_cleaver	trait_norsca.png		Foe-Cleaver	0	true	false	false	5.0000	0
wolftribe_skill_dummy_agent_actions_scm_norsca_uldsdau	battle_attack.png		Actions [HIDDEN]	0	false	false	false	0.0000	0
