key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hkrul_lokjar									
innate_hkrul_lokjar	innate_hkrul_sayl.png			0	true	false	false	100.0000	0
hkrul_lokjar_special_1_0	hkrul_lokjar_special_1_0.png			0	false	false	false	0.0000	0
hkrul_lokjar_special_1_1	hkrul_lokjar_special_1_1.png			0	false	false	false	0.0000	0
hkrul_lokjar_special_1_2	hkrul_lokjar_special_1_2.png			0	false	false	false	0.0000	0
hkrul_lokjar_special_1_3	hkrul_lokjar_special_1_3.png			0	false	false	false	0.0000	0
hkrul_lokjar_special_1_4	hkrul_lokjar_special_1_4.png			0	false	false	false	0.0000	0
hkrul_lokjar_special_1_5	hkrul_lokjar_special_1_5.png			0	false	false	false	0.0000	0
hkrul_lokjar_special_1_6	hkrul_lokjar_special_1_5.png			0	false	false	false	0.0000	0
hkrul_lokjar_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
hkrul_lokjar_gorger	mount_barded_warhorse.png			0	false	false	false	0.0000	0
hkrul_lokjar_amulet	mount_barded_warhorse.png			0	false	false	false	0.0000	0
hkrul_lokjar_horse	mount_warhorse.png	The horses of Norsca live for battle, even choosing to graze on the bones of the fallen over grass.	Norscan Warhorse	3	false	false	false	0.0000	0
hkrul_lokjar_chariot	mount_chaos_chariot.png	Marauder mobs are awarded even greater mobility when riding their crude chariots of bone and wood, lashed together with the guts and sinew of the vanquished.	Marauder Chariot	9	false	false	false	0.0000	0
