id	mission_key	option_key	value	target
#cdir_events_mission_option_junctions_tables;2;db/cdir_events_mission_option_junctions_tables/rhox_fc_norsca_vanilla_lh				
1524125098	rhox_baersonling_tze_blue_scribes_stage_1_nor	VAR_OBJECTIVE_AMOUNT_INT	500	default
1524125099	rhox_baersonling_tze_blue_scribes_stage_1_nor	VAR_OBJECTIVE_ADDITIVE		default
1524125100	rhox_baersonling_tze_blue_scribes_stage_1_nor	VAR_CHANCE	100	default
1524125101	rhox_baersonling_tze_blue_scribes_stage_1_nor	VAR_FOLLOWUP_CHANCE	100	default
1524125102	rhox_baersonling_tze_blue_scribes_stage_1_nor	VAR_MISSION_LENGTH_INFINITE		default
1524125103	rhox_baersonling_tze_blue_scribes_stage_1_nor	GEN_TARGET_NONE		default
1524125104	rhox_baersonling_tze_blue_scribes_stage_2_b_nor	VAR_CHANCE	100	default
1524125105	rhox_baersonling_tze_blue_scribes_stage_2_b_nor	GEN_CND_GARRISON_RESIDENCE_EXPOSED		default
1524125106	rhox_baersonling_tze_blue_scribes_stage_2_b_nor	VAR_MISSION_LENGTH_INFINITE		default
1524125107	rhox_baersonling_tze_blue_scribes_stage_2_b_nor	GEN_CND_MAX_REGION_DISTANCE	4	default
1524125108	rhox_baersonling_tze_blue_scribes_stage_2_b_nor	GEN_TARGET_REGION		default
1524125109	rhox_baersonling_tze_blue_scribes_stage_2_b_nor	VAR_FOLLOWUP_CHANCE	100	default
1524125110	rhox_baersonling_tze_blue_scribes_stage_2_b_nor	GEN_CND_NOT_WAR		default
1524125111	rhox_baersonling_tze_blue_scribes_stage_2_nor	GEN_CND_MAX_REGION_DISTANCE	4	default
1524125112	rhox_baersonling_tze_blue_scribes_stage_2_nor	VAR_FOLLOWUP_CHANCE	100	default
1524125113	rhox_baersonling_tze_blue_scribes_stage_2_nor	VAR_MISSION_LENGTH_INFINITE		default
1524125114	rhox_baersonling_tze_blue_scribes_stage_2_nor	GEN_CND_WAR		default
1524125115	rhox_baersonling_tze_blue_scribes_stage_2_nor	GEN_CND_GARRISON_RESIDENCE_EXPOSED		default
1524125116	rhox_baersonling_tze_blue_scribes_stage_2_nor	GEN_TARGET_REGION		default
1524125117	rhox_baersonling_tze_blue_scribes_stage_2_nor	VAR_CHANCE	100	default
1524125118	rhox_baersonling_tze_blue_scribes_stage_3_nor	GEN_TARGET_NONE		default
1524125119	rhox_baersonling_tze_blue_scribes_stage_3_nor	VAR_OBJECTIVE_BUILDING_LEVEL	wh_main_nor_worship_3	default
1524125120	rhox_baersonling_tze_blue_scribes_stage_3_nor	VAR_CHANCE	100	default
1524125121	rhox_baersonling_tze_blue_scribes_stage_3_nor	VAR_MISSION_LENGTH_INFINITE		default
1524125122	rhox_baersonling_tze_aekold_helbrass_stage_1_nor	VAR_FOLLOWUP_CHANCE	100	default
1524125123	rhox_baersonling_tze_aekold_helbrass_stage_1_nor	GEN_TARGET_NONE		default
1524125124	rhox_baersonling_tze_aekold_helbrass_stage_1_nor	VAR_OBJECTIVE_BUILDING_LEVEL	wh_main_nor_military_3	default
1524125125	rhox_baersonling_tze_aekold_helbrass_stage_1_nor	VAR_MISSION_LENGTH_INFINITE		default
1524125126	rhox_baersonling_tze_aekold_helbrass_stage_1_nor	VAR_CHANCE	100	default
1524125127	rhox_baersonling_tze_aekold_helbrass_stage_2_nor	VAR_MISSION_LENGTH_INFINITE		default
1524125128	rhox_baersonling_tze_aekold_helbrass_stage_2_nor	VAR_FOLLOWUP_CHANCE	100	default
1524125129	rhox_baersonling_tze_aekold_helbrass_stage_2_nor	VAR_OBJECTIVE_AMOUNT_INT	8	default
1524125130	rhox_baersonling_tze_aekold_helbrass_stage_2_nor	VAR_OBJECTIVE_UNIT	wh_dlc08_nor_inf_marauder_champions_0;wh_dlc08_nor_inf_marauder_champions_1	default
1524125131	rhox_baersonling_tze_aekold_helbrass_stage_2_nor	VAR_CHANCE	100	default
