id	mission_key	option_key	value	target
#cdir_events_mission_option_junctions_tables;2;db/cdir_events_mission_option_junctions_tables/hkrul_norsca_qb_sur				
27545030013	hkrul_bloodtide_olaf_spear_final_battle	VAR_MISSION_LENGTH_INFINITE		default
27545030014	hkrul_bloodtide_olaf_spear_final_battle	VAR_CHANCE	100	default
27545030015	hkrul_bloodtide_olaf_spear_final_battle	GEN_TARGET_CHARACTER		default
27545030016	hkrul_sarl_birna_bogtusk_final_battle	VAR_MISSION_LENGTH_INFINITE		default
27545030017	hkrul_sarl_birna_bogtusk_final_battle	VAR_CHANCE	100	default
27545030018	hkrul_sarl_birna_bogtusk_final_battle	GEN_TARGET_CHARACTER		default
27545030019	hkrul_baerson_einar_bubos_battle	VAR_MISSION_LENGTH_INFINITE		default
27545030020	hkrul_baerson_einar_bubos_battle	VAR_CHANCE	100	default
27545030021	hkrul_baerson_einar_bubos_battle	GEN_TARGET_CHARACTER		default
27545030022	hkrul_baerson_einar_aesling_battle	VAR_MISSION_LENGTH_INFINITE		default
27545030023	hkrul_baerson_einar_aesling_battle	VAR_CHANCE	100	default
27545030024	hkrul_baerson_einar_aesling_battle	GEN_TARGET_CHARACTER		default
