army_name	unit_name	script_name	number_of_unit
#battle_set_piece_armies_units_junctions_tables;0;db/battle_set_piece_armies_units_junctions_tables/hkrul_norsca_qb_adella			
hkrul_adella_qb_1_army_enemy	wh2_main_lzd_mon_stegadon_0_1	hkrul_adella_qb_1_army_enemy	5
hkrul_adella_qb_1_army_enemy_reinforcement	wh2_main_lzd_mon_stegadon_0_3	hkrul_adella_qb_1_army_enemy_reinforcement	5
hkrul_adella_qb_1_army_player	hkrul_skeggi_inf_chaos_marauders_0		2
hkrul_adella_qb_1_army_player	hkrul_skeggi_inf_chaos_marauders_1		1
hkrul_adella_qb_1_army_player	hkrul_skeggi_inf_marauder_berserkers_0		1
hkrul_adella_qb_1_army_player	hkrul_skeggi_inf_marauder_champions_0		1
hkrul_adella_qb_1_army_player	hkrul_skeggi_inf_marauder_champions_1		1
hkrul_adella_qb_1_army_player	hkrul_skeggi_giant_ror		1
hkrul_adella_qb_1_army_player	hkrul_skeggi_inf_marauder_hunters_1		4
hkrul_adella_qb_1_army_player	hkrul_skeggi_inf_marauder_spearman_0		2
hkrul_adella_qb_1_army_player_reinforcement	wh_dlc08_nor_inf_marauder_hunters_1	hkrul_adella_qb_1_army_player_reinforcement	3
