army_name	unit_name	script_name	number_of_unit
#battle_set_piece_armies_units_junctions_tables;0;db/battle_set_piece_armies_units_junctions_tables/hkrul_norsca_qb_birna			
hkrul_sarl_birna_bogtusk_final_battle_stage_1_reinforcement_1	wh_dlc08_nor_mon_war_mammoth_0	boartusk_rein_1	1
hkrul_sarl_birna_bogtusk_final_battle_stage_1_reinforcement_1	wh_dlc03_bst_inf_cygor_0_tier_0	boartusk_rein_1	1
hkrul_sarl_birna_bogtusk_final_battle_stage_1_reinforcement_2	wh_dlc08_nor_mon_war_mammoth_0	boartusk_rein_2	1
hkrul_sarl_birna_bogtusk_final_battle_stage_1_reinforcement_2	wh_dlc03_bst_inf_cygor_0_tier_0	boartusk_rein_2	1
hkrul_sarl_birna_bogtusk_final_battle_stage_1	wh_dlc03_bst_mon_feral_manticore_tier_5	boartusk_army	2
hkrul_sarl_birna_bogtusk_final_battle_stage_1	wh_dlc08_nor_mon_fimir_0	boartusk_army	2
hkrul_sarl_birna_bogtusk_final_battle_stage_1	wh_dlc08_nor_mon_norscan_giant_0	boartusk_army	2
hkrul_sarl_birna_bogtusk_final_battle_stage_1	wh_main_grn_mon_trolls_tier_3	boartusk_army	2
hkrul_sarl_birna_bogtusk_final_battle_stage_1	wh_dlc08_nor_mon_skinwolves_0	boartusk_army	4
hkrul_sarl_birna_bogtusk_final_battle_stage_1	wh2_twa03_grn_mon_wyvern_0_rank_9	boartusk_army	2
hkrul_sarl_birna_bogtusk_final_battle_stage_1	wh_dlc08_nor_mon_warwolves_0_tier_0	boartusk_army	2
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	hkrul_sarl_hunters_cb		4
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	hkrul_sarl_hunters_ror_cb		1
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	hkrul_birna_river_trolls_cb		1
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	wh_dlc08_nor_feral_manticore		1
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	hkrul_sarl_inf_marauder_spearman_0		4
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	hkrul_sarl_inf_marauder_champions_1		3
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	hkrul_sarl_inf_marauder_hunters_1		1
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	wh_dlc08_nor_mon_norscan_giant_0		2
hkrul_sarl_birna_bogtusk_final_battle_1_player_bogtusk	wh_dlc08_nor_mon_skinwolves_1		1
