faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set	supports_upgrades
#units_custom_battle_permissions_tables;11;db/units_custom_battle_permissions_tables/hkrul_nor_surp										
wh_dlc08_nor_norsca	false	hkrul_olg	true	true	ui/portraits/portholes/no_culture/hkrul_olg.png	hkrul_olg	hkrul_olg	false		false
wh_dlc08_nor_norsca	false	hkrul_olg_chariot	true	true	ui/portraits/portholes/no_culture/hkrul_olg.png	hkrul_olg	hkrul_olg	false		false
wh_dlc08_nor_norsca	false	hkrul_tuula	true	true	ui/portraits/portholes/no_culture/hkrul_tuula.png	hkrul_tuula	hkrul_tuula	false		false
wh_dlc08_nor_norsca	false	hkrul_haftagg	true	true	ui/portraits/portholes/no_culture/hkrul_haftagg.png	hkrul_haftagg	hkrul_haftagg	true		false
wh_dlc08_nor_norsca	true	hkrul_olaf_chariot	true	true	ui/portraits/portholes/no_culture/hkrul_olaf.png	hkrul_olaf	hkrul_olaf	false		false
wh_dlc08_nor_norsca	true	hkrul_olaf	true	true	ui/portraits/portholes/no_culture/hkrul_olaf.png	hkrul_olaf	hkrul_olaf	false		false
wh_dlc08_nor_norsca	false	hkrul_tuula_chariot	true	true	ui/portraits/portholes/no_culture/hkrul_tuula.png	hkrul_tuula	hkrul_tuula	false		false
wh_dlc08_nor_norsca	true	hkrul_olaf_mammoth	true	true	ui/portraits/portholes/no_culture/hkrul_olaf.png	hkrul_olaf	hkrul_olaf	false		false
wh_dlc08_nor_norsca	false	hkrul_orgrim	true	true	ui/portraits/portholes/no_culture/hkrul_orgrim.png	hkrul_orgrim	hkrul_orgrim	true		false
wh_dlc08_nor_norsca	false	hkrul_berus	true	true	ui/portraits/portholes/no_culture/hkrul_berus.png	hkrul_berus	hkrul_berus	true		false
wh_dlc08_nor_norsca	false	hkrul_usta	true	true	ui/portraits/portholes/no_culture/hkrul_usta.png	hkrul_usta	hkrul_usta	true		false
wh_dlc08_nor_norsca	false	hkrul_kammler	true	true	ui/portraits/portholes/no_culture/hkrul_kammler.png	hkrul_kammler	hkrul_kammler	true		false
wh_dlc08_nor_norsca	false	hkrul_hafskael	true	true	ui/portraits/portholes/no_culture/hkrul_hafskael.png	hkrul_hafskael	hkrul_hafskael	true		false
