faction	general_unit	unit	siege_unit_attacker	siege_unit_defender	general_portrait	general_uniform	set_piece_character	campaign_exclusive	armory_item_set	supports_upgrades
#units_custom_battle_permissions_tables;11;db/units_custom_battle_permissions_tables/hkrul_late_frost										
wh_dlc08_nor_norsca	false	hkrul_mortensen	true	true	ui/portraits/portholes/no_culture/hkrul_mortensen.png	hkrul_mortensen	hkrul_mortensen	false		false
wh_dlc08_nor_norsca	false	hkrul_mortensen_horse	true	true	ui/portraits/portholes/no_culture/hkrul_mortensen.png	hkrul_mortensen	hkrul_mortensen	false		false
wh_dlc08_nor_norsca	false	hkrul_mortensen_chariot	true	true	ui/portraits/portholes/no_culture/hkrul_mortensen.png	hkrul_mortensen	hkrul_mortensen	false		false
wh_dlc08_nor_norsca	true	hkrul_yngve	true	true	ui/portraits/portholes/no_culture/hkrul_yngve.png	hkrul_yngve	hkrul_yngve	false		false
wh_dlc08_nor_norsca	true	hkrul_yngve_chariot	true	true	ui/portraits/portholes/no_culture/hkrul_yngve.png	hkrul_yngve	hkrul_yngve	false		false
wh_dlc08_nor_norsca	true	hkrul_yngve_horse	true	true	ui/portraits/portholes/no_culture/hkrul_yngve.png	hkrul_yngve	hkrul_yngve	false		false
wh_dlc08_nor_norsca	true	hkrul_yngve_manticore	true	true	ui/portraits/portholes/no_culture/hkrul_yngve.png	hkrul_yngve	hkrul_yngve	false		false
wh_dlc08_nor_norsca	true	hkrul_geimdall	true	true	ui/portraits/portholes/no_culture/hkrul_geimdall.png	hkrul_geimdall	hkrul_geimdall	false		false
wh_dlc08_nor_norsca	true	hkrul_eyri	true	true	ui/portraits/portholes/no_culture/hkrul_eyri.png	hkrul_eyri	hkrul_eyri	false		false
