agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/hkrul_birna			
general	wh_dlc08_nor_norsca	hkrul_birna	false
general	wh2_main_nor_aghol	hkrul_birna	false
general	wh2_main_nor_skeggi	hkrul_birna	false
general	wh3_dlc20_nor_dolgan	hkrul_birna	false
general	wh3_dlc20_nor_kuj	hkrul_birna	false
general	wh3_dlc20_nor_kul	hkrul_birna	false
general	wh3_dlc20_nor_tong	hkrul_birna	false
general	wh3_dlc20_nor_yusak	hkrul_birna	false
general	wh3_dlc21_nor_wyrmkins	hkrul_birna	false
general	wh_dlc08_nor_naglfarlings	hkrul_birna	false
general	wh_dlc08_nor_vanaheimlings	hkrul_birna	false
general	wh_dlc08_nor_wintertooth	hkrul_birna	false
general	wh_main_nor_aesling	hkrul_birna	false
general	wh_main_nor_baersonling	hkrul_birna	false
general	wh_main_nor_bjornling	hkrul_birna	false
general	wh_main_nor_graeling	hkrul_birna	false
general	wh_main_nor_sarl	hkrul_birna	false
general	wh_main_nor_skaeling	hkrul_birna	false
general	wh_main_nor_varg	hkrul_birna	false
