agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/hkrul_uzul			
champion	wh_main_nor_aesling	hkrul_uzul	false
champion	wh_dlc08_nor_norsca	hkrul_uzul	false
champion	wh_dlc08_nor_wintertooth	hkrul_uzul	false
champion	wh_main_nor_skaeling	hkrul_uzul	false
champion	wh_main_nor_varg	hkrul_uzul	false
champion	wh_main_nor_sarl	hkrul_uzul	false
champion	wh_main_nor_graeling	hkrul_uzul	false
champion	wh_main_nor_bjornling	hkrul_uzul	false
champion	wh_main_nor_baersonling	hkrul_uzul	false
champion	wh2_main_nor_skeggi	hkrul_uzul	false
champion	wh2_main_nor_mung	hkrul_uzul	false
champion	wh2_main_nor_aghol	hkrul_uzul	false
champion	wh3_dlc20_nor_yusak	hkrul_uzul	false
champion	wh3_dlc20_nor_kuj	hkrul_uzul	false
champion	wh3_dlc20_nor_kul	hkrul_uzul	false
champion	wh3_dlc20_nor_dolgan	hkrul_uzul	false
champion	wh3_dlc20_nor_tong	hkrul_uzul	false
