agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/hkrul_nor_surp			
champion	wh_main_nor_aesling	hkrul_olg	false
champion	wh_dlc08_nor_norsca	hkrul_olg	false
champion	wh_dlc08_nor_wintertooth	hkrul_olg	false
champion	wh_main_nor_skaeling	hkrul_olg	false
champion	wh_main_nor_varg	hkrul_olg	false
champion	wh_main_nor_sarl	hkrul_olg	false
champion	wh_main_nor_graeling	hkrul_olg	false
champion	wh_main_nor_bjornling	hkrul_olg	false
champion	wh_main_nor_baersonling	hkrul_olg	false
champion	wh2_main_nor_skeggi	hkrul_olg	false
champion	wh2_main_nor_mung	hkrul_olg	false
champion	wh2_main_nor_aghol	hkrul_olg	false
champion	wh3_dlc20_nor_yusak	hkrul_olg	false
champion	wh3_dlc20_nor_kuj	hkrul_olg	false
champion	wh3_dlc20_nor_kul	hkrul_olg	false
champion	wh3_dlc20_nor_dolgan	hkrul_olg	false
champion	wh3_dlc20_nor_tong	hkrul_olg	false
champion	wh_main_nor_aesling	hkrul_tuula	false
champion	wh_dlc08_nor_norsca	hkrul_tuula	false
champion	wh_dlc08_nor_wintertooth	hkrul_tuula	false
champion	wh_main_nor_skaeling	hkrul_tuula	false
champion	wh_main_nor_varg	hkrul_tuula	false
champion	wh_main_nor_sarl	hkrul_tuula	false
champion	wh_main_nor_graeling	hkrul_tuula	false
champion	wh_main_nor_bjornling	hkrul_tuula	false
champion	wh_main_nor_baersonling	hkrul_tuula	false
champion	wh2_main_nor_skeggi	hkrul_tuula	false
champion	wh2_main_nor_mung	hkrul_tuula	false
champion	wh2_main_nor_aghol	hkrul_tuula	false
champion	wh3_dlc20_nor_yusak	hkrul_tuula	false
champion	wh3_dlc20_nor_kuj	hkrul_tuula	false
champion	wh3_dlc20_nor_kul	hkrul_tuula	false
champion	wh3_dlc20_nor_dolgan	hkrul_tuula	false
champion	wh3_dlc20_nor_tong	hkrul_tuula	false
champion	wh_main_nor_aesling	hkrul_haftagg	false
champion	wh_dlc08_nor_norsca	hkrul_haftagg	false
champion	wh_dlc08_nor_wintertooth	hkrul_haftagg	false
champion	wh_main_nor_skaeling	hkrul_haftagg	false
champion	wh_main_nor_varg	hkrul_haftagg	false
champion	wh_main_nor_sarl	hkrul_haftagg	false
champion	wh_main_nor_graeling	hkrul_haftagg	false
champion	wh_main_nor_bjornling	hkrul_haftagg	false
champion	wh_main_nor_baersonling	hkrul_haftagg	false
champion	wh2_main_nor_skeggi	hkrul_haftagg	false
champion	wh2_main_nor_mung	hkrul_haftagg	false
champion	wh2_main_nor_aghol	hkrul_haftagg	false
champion	wh3_dlc20_nor_yusak	hkrul_haftagg	false
champion	wh3_dlc20_nor_kuj	hkrul_haftagg	false
champion	wh3_dlc20_nor_kul	hkrul_haftagg	false
champion	wh3_dlc20_nor_dolgan	hkrul_haftagg	false
champion	wh3_dlc20_nor_tong	hkrul_haftagg	false
general	wh_main_nor_aesling	hkrul_olaf	false
general	wh_dlc08_nor_norsca	hkrul_olaf	false
general	wh_dlc08_nor_wintertooth	hkrul_olaf	false
general	wh_main_nor_skaeling	hkrul_olaf	false
general	wh_main_nor_varg	hkrul_olaf	false
general	wh_main_nor_sarl	hkrul_olaf	false
general	wh_main_nor_graeling	hkrul_olaf	false
general	wh_main_nor_bjornling	hkrul_olaf	false
general	wh_main_nor_baersonling	hkrul_olaf	false
general	wh2_main_nor_skeggi	hkrul_olaf	false
general	wh2_main_nor_mung	hkrul_olaf	false
general	wh2_main_nor_aghol	hkrul_olaf	false
general	wh3_dlc20_nor_yusak	hkrul_olaf	false
general	wh3_dlc20_nor_kuj	hkrul_olaf	false
general	wh3_dlc20_nor_kul	hkrul_olaf	false
general	wh3_dlc20_nor_dolgan	hkrul_olaf	false
general	wh3_dlc20_nor_tong	hkrul_olaf	false
champion	mixer_nor_snaegr	wh3_main_ie_nor_killgore_slaymaim	false
champion	mixer_nor_snaegr	wh_dlc08_nor_skin_wolf_werekin	false
dignitary	mixer_nor_snaegr	wh_dlc08_nor_fimir_balefiend_fire	false
dignitary	mixer_nor_snaegr	wh_dlc08_nor_fimir_balefiend_shadow	false
general	mixer_nor_snaegr	wh3_main_ie_nor_burplesmirk_spewpit	false
general	mixer_nor_snaegr	wh_dlc08_nor_arzik	false
general	mixer_nor_snaegr	wh_dlc08_nor_wulfrik	false
wizard	mixer_nor_snaegr	wh_dlc08_nor_kihar	false
wizard	mixer_nor_snaegr	wh_dlc08_nor_shaman_sorcerer_death	false
wizard	mixer_nor_snaegr	wh_dlc08_nor_shaman_sorcerer_fire	false
wizard	mixer_nor_snaegr	wh_dlc08_nor_shaman_sorcerer_metal	false
minister	mixer_nor_snaegr	wh_main_nor_marauder_chieftain	false
colonel	mixer_nor_snaegr	wh_main_nor_marauder_chieftain	false
general	mixer_nor_snaegr	wh_dlc08_nor_throgg	false
general	mixer_nor_snaegr	wh_main_nor_marauder_chieftain	false
champion	wh_main_nor_aesling	hkrul_orgrim	false
champion	wh_dlc08_nor_norsca	hkrul_orgrim	false
champion	wh_dlc08_nor_wintertooth	hkrul_orgrim	false
champion	wh_main_nor_skaeling	hkrul_orgrim	false
champion	wh_main_nor_varg	hkrul_orgrim	false
champion	wh_main_nor_sarl	hkrul_orgrim	false
champion	wh_main_nor_graeling	hkrul_orgrim	false
champion	wh_main_nor_bjornling	hkrul_orgrim	false
champion	wh_main_nor_baersonling	hkrul_orgrim	false
champion	wh2_main_nor_skeggi	hkrul_orgrim	false
champion	wh2_main_nor_mung	hkrul_orgrim	false
champion	wh2_main_nor_aghol	hkrul_orgrim	false
champion	wh3_dlc20_nor_yusak	hkrul_orgrim	false
champion	wh3_dlc20_nor_kuj	hkrul_orgrim	false
champion	wh3_dlc20_nor_kul	hkrul_orgrim	false
champion	wh3_dlc20_nor_dolgan	hkrul_orgrim	false
champion	wh3_dlc20_nor_tong	hkrul_orgrim	false
champion	wh_main_nor_aesling	hkrul_berus	false
champion	wh_dlc08_nor_norsca	hkrul_berus	false
champion	wh_dlc08_nor_wintertooth	hkrul_berus	false
champion	wh_main_nor_skaeling	hkrul_berus	false
champion	wh_main_nor_varg	hkrul_berus	false
champion	wh_main_nor_sarl	hkrul_berus	false
champion	wh_main_nor_graeling	hkrul_berus	false
champion	wh_main_nor_bjornling	hkrul_berus	false
champion	wh_main_nor_baersonling	hkrul_berus	false
champion	wh2_main_nor_skeggi	hkrul_berus	false
champion	wh2_main_nor_mung	hkrul_berus	false
champion	wh2_main_nor_aghol	hkrul_berus	false
champion	wh3_dlc20_nor_yusak	hkrul_berus	false
champion	wh3_dlc20_nor_kuj	hkrul_berus	false
champion	wh3_dlc20_nor_kul	hkrul_berus	false
champion	wh3_dlc20_nor_dolgan	hkrul_berus	false
champion	wh3_dlc20_nor_tong	hkrul_berus	false
wizard	wh_main_nor_aesling	hkrul_usta	false
wizard	wh_dlc08_nor_norsca	hkrul_usta	false
wizard	wh_dlc08_nor_wintertooth	hkrul_usta	false
wizard	wh_main_nor_skaeling	hkrul_usta	false
wizard	wh_main_nor_varg	hkrul_usta	false
wizard	wh_main_nor_sarl	hkrul_usta	false
wizard	wh_main_nor_graeling	hkrul_usta	false
wizard	wh_main_nor_bjornling	hkrul_usta	false
wizard	wh_main_nor_baersonling	hkrul_usta	false
wizard	wh2_main_nor_skeggi	hkrul_usta	false
wizard	wh2_main_nor_mung	hkrul_usta	false
wizard	wh2_main_nor_aghol	hkrul_usta	false
wizard	wh3_dlc20_nor_yusak	hkrul_usta	false
wizard	wh3_dlc20_nor_kuj	hkrul_usta	false
wizard	wh3_dlc20_nor_kul	hkrul_usta	false
wizard	wh3_dlc20_nor_dolgan	hkrul_usta	false
