agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/hkrul_hakka			
general	wh_dlc08_nor_norsca	hkrul_hakka	false
general	wh2_main_nor_aghol	hkrul_hakka	false
general	wh2_main_nor_skeggi	hkrul_hakka	false
general	wh3_dlc20_nor_dolgan	hkrul_hakka	false
general	wh3_dlc20_nor_kuj	hkrul_hakka	false
general	wh3_dlc20_nor_kul	hkrul_hakka	false
general	wh3_dlc20_nor_tong	hkrul_hakka	false
general	wh3_dlc20_nor_yusak	hkrul_hakka	false
general	wh3_dlc21_nor_wyrmkins	hkrul_hakka	false
general	wh_dlc08_nor_naglfarlings	hkrul_hakka	false
general	wh_dlc08_nor_vanaheimlings	hkrul_hakka	false
general	wh_dlc08_nor_wintertooth	hkrul_hakka	false
general	wh_main_nor_aesling	hkrul_hakka	false
general	wh_main_nor_baersonling	hkrul_hakka	false
general	wh_main_nor_bjornling	hkrul_hakka	false
general	wh_main_nor_graeling	hkrul_hakka	false
general	wh_main_nor_sarl	hkrul_hakka	false
general	wh_main_nor_skaeling	hkrul_hakka	false
general	wh_main_nor_varg	hkrul_hakka	false
