agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/hkrul_rafn			
champion	wh_dlc08_nor_norsca	hkrul_rafn	false
champion	wh2_main_nor_aghol	hkrul_rafn	false
champion	wh2_main_nor_skeggi	hkrul_rafn	false
champion	wh3_dlc20_nor_kuj	hkrul_rafn	false
champion	wh3_dlc20_nor_kul	hkrul_rafn	false
champion	wh3_dlc20_nor_tong	hkrul_rafn	false
champion	wh3_dlc20_nor_yusak	hkrul_rafn	false
champion	wh3_dlc21_nor_wyrmkins	hkrul_rafn	false
champion	wh_dlc08_nor_naglfarlings	hkrul_rafn	false
champion	wh_dlc08_nor_vanaheimlings	hkrul_rafn	false
champion	wh_dlc08_nor_wintertooth	hkrul_rafn	false
champion	wh_main_nor_aesling	hkrul_rafn	false
champion	wh_main_nor_baersonling	hkrul_rafn	false
champion	wh_main_nor_bjornling	hkrul_rafn	false
champion	wh_main_nor_graeling	hkrul_rafn	false
champion	wh_main_nor_sarl	hkrul_rafn	false
champion	wh_main_nor_skaeling	hkrul_rafn	false
champion	wh_main_nor_varg	hkrul_rafn	false
