agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/hkrul_oda			
champion	wh_main_nor_aesling	hkrul_oda	false
champion	wh_dlc08_nor_norsca	hkrul_oda	false
champion	wh_dlc08_nor_wintertooth	hkrul_oda	false
champion	wh_main_nor_skaeling	hkrul_oda	false
champion	wh_main_nor_varg	hkrul_oda	false
champion	wh_main_nor_sarl	hkrul_oda	false
champion	wh_main_nor_graeling	hkrul_oda	false
champion	wh_main_nor_bjornling	hkrul_oda	false
champion	wh_main_nor_baersonling	hkrul_oda	false
champion	wh2_main_nor_skeggi	hkrul_oda	false
champion	wh2_main_nor_mung	hkrul_oda	false
champion	wh2_main_nor_aghol	hkrul_oda	false
champion	wh3_dlc20_nor_yusak	hkrul_oda	false
champion	wh3_dlc20_nor_kuj	hkrul_oda	false
champion	wh3_dlc20_nor_kul	hkrul_oda	false
champion	wh3_dlc20_nor_dolgan	hkrul_oda	false
champion	wh3_dlc20_nor_tong	hkrul_oda	false
