agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/hkrul_late_summer			
general	wh_main_nor_aesling	hkrul_grydal	false
general	wh_dlc08_nor_norsca	hkrul_grydal	false
general	wh_dlc08_nor_wintertooth	hkrul_grydal	false
general	wh_main_nor_skaeling	hkrul_grydal	false
general	wh_main_nor_varg	hkrul_grydal	false
general	wh_main_nor_sarl	hkrul_grydal	false
general	wh_main_nor_graeling	hkrul_grydal	false
general	wh_main_nor_bjornling	hkrul_grydal	false
general	wh_main_nor_baersonling	hkrul_grydal	false
general	wh2_main_nor_skeggi	hkrul_grydal	false
general	wh2_main_nor_mung	hkrul_grydal	false
general	wh2_main_nor_aghol	hkrul_grydal	false
general	wh3_dlc20_nor_yusak	hkrul_grydal	false
general	wh3_dlc20_nor_kuj	hkrul_grydal	false
general	wh3_dlc20_nor_kul	hkrul_grydal	false
general	wh3_dlc20_nor_dolgan	hkrul_grydal	false
general	wh3_dlc20_nor_tong	hkrul_grydal	false
general	wh_main_nor_aesling	hkrul_goftur	false
general	wh_dlc08_nor_norsca	hkrul_goftur	false
general	wh_dlc08_nor_wintertooth	hkrul_goftur	false
general	wh_main_nor_skaeling	hkrul_goftur	false
general	wh_main_nor_varg	hkrul_goftur	false
general	wh_main_nor_sarl	hkrul_goftur	false
general	wh_main_nor_graeling	hkrul_goftur	false
general	wh_main_nor_bjornling	hkrul_goftur	false
general	wh_main_nor_baersonling	hkrul_goftur	false
general	wh2_main_nor_skeggi	hkrul_goftur	false
general	wh2_main_nor_mung	hkrul_goftur	false
general	wh2_main_nor_aghol	hkrul_goftur	false
general	wh3_dlc20_nor_yusak	hkrul_goftur	false
general	wh3_dlc20_nor_kuj	hkrul_goftur	false
general	wh3_dlc20_nor_kul	hkrul_goftur	false
general	wh3_dlc20_nor_dolgan	hkrul_goftur	false
general	wh3_dlc20_nor_tong	hkrul_goftur	false
general	wh_main_nor_aesling	hkrul_mermedus	false
general	wh_dlc08_nor_norsca	hkrul_mermedus	false
general	wh_dlc08_nor_wintertooth	hkrul_mermedus	false
general	wh_main_nor_skaeling	hkrul_mermedus	false
general	wh_main_nor_varg	hkrul_mermedus	false
general	wh_main_nor_sarl	hkrul_mermedus	false
general	wh_main_nor_graeling	hkrul_mermedus	false
general	wh_main_nor_bjornling	hkrul_mermedus	false
general	wh_main_nor_baersonling	hkrul_mermedus	false
general	wh2_main_nor_skeggi	hkrul_mermedus	false
general	wh2_main_nor_mung	hkrul_mermedus	false
general	wh2_main_nor_aghol	hkrul_mermedus	false
general	wh3_dlc20_nor_yusak	hkrul_mermedus	false
general	wh3_dlc20_nor_kuj	hkrul_mermedus	false
general	wh3_dlc20_nor_kul	hkrul_mermedus	false
general	wh3_dlc20_nor_dolgan	hkrul_mermedus	false
general	wh3_dlc20_nor_tong	hkrul_mermedus	false
general	wh_main_nor_aesling	hkrul_urf	false
general	wh_dlc08_nor_norsca	hkrul_urf	false
general	wh_dlc08_nor_wintertooth	hkrul_urf	false
general	wh_main_nor_skaeling	hkrul_urf	false
general	wh_main_nor_varg	hkrul_urf	false
general	wh_main_nor_sarl	hkrul_urf	false
general	wh_main_nor_graeling	hkrul_urf	false
general	wh_main_nor_bjornling	hkrul_urf	false
general	wh_main_nor_baersonling	hkrul_urf	false
general	wh2_main_nor_skeggi	hkrul_urf	false
general	wh2_main_nor_mung	hkrul_urf	false
general	wh2_main_nor_aghol	hkrul_urf	false
general	wh3_dlc20_nor_yusak	hkrul_urf	false
general	wh3_dlc20_nor_kuj	hkrul_urf	false
general	wh3_dlc20_nor_kul	hkrul_urf	false
general	wh3_dlc20_nor_dolgan	hkrul_urf	false
general	wh3_dlc20_nor_tong	hkrul_urf	false
