variant_name	tech_folder	variant_filename	low_poly_filename	mount_scale	scale	scale_variation	super_low_poly_filename
#variants_tables;6;db/variants_tables/rhox_wolf							
wolftribe_nor_inf_wolfguard_0		nor_wolfguard_axe_shield		1.0000	1.0000	0.0500	
wolftribe_nor_inf_wolfguard_1		nor_wolfguard_halberd		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder_javelins		scm_fc_norsca_wolf_nor_marauder_javelins		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder_throwing_axe		scm_fc_norsca_wolf_nor_marauder_throwing_axe		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder_spear		scm_fc_norsca_wolf_nor_marauder_spear		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder		scm_fc_norsca_wolf_nor_marauder		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder_great_weapons		scm_fc_norsca_wolf_nor_marauder_great_weapons		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder_horsemen_throwing_axe		scm_fc_norsca_wolf_nor_marauder_horsemen_throwing_axe		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder_horsemen		scm_fc_norsca_wolf_nor_marauder_horsemen		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder_berserker		scm_fc_norsca_wolf_nor_marauder_berserker		1.0000	1.0000	0.0500	
scm_fc_norsca_wolf_nor_marauder_horsemaster		scm_fc_norsca_wolf_nor_marauder_horsemaster	hu1c\chs\chs_marauders\low_poly\chs_marauder_horsemen_lowlod	1.0000	0.9500	0.0500	hu1\imposter\humanoid_imposter
rhox_wolf_tribe_skinwolves		rhox_wolf_tribe_skinwolves		1.0000	1.1500	0.0000	
