key	auto_generate	is_caster	small_icon	associated_unit_override	audio_voiceover_actor_group	show_in_ui	cap	has_female_name	can_gain_xp	loyalty_is_applicable	contributes_to_agent_cap	recruitment_category	magic_lore	names_group	can_be_loaned	recruitable	saving_settings	audio_vo_culture_override	spam_click_vo_enabled	can_equip_ancillaries	cost	recruitment_button_active_icon_path	recruitment_button_background_icon_path	audio_force_contextual_vo
#agent_subtypes_tables;3;db/agent_subtypes_tables/hkrul_nor_surp																								
hkrul_olg	false	false	ui/campaign ui/agents/wh_main_chs_champion.png	hkrul_olg	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	true	-1	false	true	false	true				false	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_tuula	false	false	ui/campaign ui/agents/wh_main_chs_champion.png	hkrul_tuula	wh2_main_vo_actor_Dark_Elves_Death_Hag	true	-1	false	true	false	true				false	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_haftagg	false	false	UI/Campaign UI/Agents/wh_dlc08_nor_champion.png	hkrul_haftagg	wh_dlc08_vo_actor_Norsca_Skin_Wolf_Werekin	true	-1	false	true	false	true				true	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_olaf	false	false		hkrul_olaf	wh3_mod_vo_actor_Khorne_Hakka	true	-1	false	true	false	false	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_orgrim	false	false	UI/Campaign UI/Agents/wh_dlc08_nor_champion.png	hkrul_orgrim	wh_dlc08_vo_actor_Norsca_Skin_Wolf_Werekin	true	-1	false	true	false	true				false	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_berus	false	false	ui/campaign ui/agents/wh_main_chs_champion.png	hkrul_berus	wh3_dlc20_vo_actor_Khorne_Exalted_Heroes_of_Khorne	true	-1	false	true	false	true				false	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_usta	false	true	ui/campaign ui/agents/wh_main_wizard.png	hkrul_usta	wh3_dlc24_vo_actor_Kislev_Hag_Witch	true	-1	false	true	false	true				false	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_kammler	false	true	ui/campaign ui/agents/wh3_main_lore_tzeentch.png	hkrul_kammler	wh3_dlc20_vo_actor_Tzeentch_Sorcerer_of_Tzeentch	true	-1	false	true	false	true				false	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_eyri	false	false		hkrul_eyri	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	true	-1	false	true	false	false	legendary_lords			false	true	cannot_be_loaded_in_campaign		false	true	1100			false
hkrul_hafskael	false	false	ui/campaign ui/agents/wh_main_chs_champion.png	hkrul_hafskael	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	true	-1	false	true	false	true				false	true	cannot_be_loaded_in_campaign		false	true	1100			false
