ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/scm_norsca_fish			
hkrul_norsca_fish_01	wh_main_effect_character_stat_ward_save	character_to_character_own	2.0000
hkrul_norsca_fish_02	wh_main_effect_character_stat_ward_save	character_to_character_own	2.0000
hkrul_norsca_fish_03	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_04	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_05	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_06	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_07	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_08	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_09	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_10	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_11	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_12	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_13	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
hkrul_norsca_fish_14	wh_main_effect_character_stat_ward_save	character_to_character_own	1.0000
