ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/scm_norsca			
hkrul_ulfric_axe	hkrul_ulfric_axe	character_to_character_own	1.0000
hkrul_ulfric_axe	wh_main_effect_character_stat_weapon_strength	character_to_character_own	15.0000
hkrul_ulfric_axe	wh_main_effect_character_stat_melee_attack	character_to_character_own	15.0000
hkrul_ulfric_crown	hkrul_ulfric_crown	character_to_character_own	1.0000
hkrul_ulfric_crown	wh_main_effect_character_stat_physical_resistance	character_to_character_own	20.0000
hkrul_ulfric_crown	wh_main_effect_character_stat_leadership_aura_size_attacking	character_to_character_own	50.0000
hkrul_ulfric_crown	wh3_dlc20_effect_xp_gain_all_units	character_to_force_own	25.0000
hkrul_lokjar_gorger	hkrul_lokjar_skull	character_to_character_own	1.0000
hkrul_lokjar_gorger	wh_main_effect_character_stat_melee_attack	character_to_character_own	15.0000
hkrul_lokjar_amulet	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
hkrul_lokjar_amulet	wh_main_effect_character_stat_unit_health	character_to_character_own	15.0000
hkrul_lokjar_amulet	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
