ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/ab_wolftribe			
rafford_thralls_lament	wh_main_effect_character_stat_magic_resistance	character_to_character_own	20.0000
rafford_thralls_lament	wh_main_effect_ability_enable_deathblow	character_to_character_own	1.0000
rafford_thralls_lament	wolftribe_enable_ability_my_mother	character_to_character_own	1.0000
rafford_chieftains_horn	wh_main_effect_force_all_campaign_upkeep	general_to_force_own	-10.0000
rafford_chieftains_horn	wh_main_effect_public_order_characters	character_to_province_own_factionwide	8.0000
rafford_chieftains_horn	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	15.0000
rafford_chieftains_horn	wh_main_effect_force_all_campaign_raid_income	general_to_force_own	25.0000
rafford_chieftains_horn	wolftribe_enable_ability_rally_the_tribe	character_to_character_own	1.0000
rafford_anci_armor_pelt	wh_main_effect_character_stat_armour	character_to_character_own	12.0000
rafford_anci_armor_pelt	wh_main_effect_character_stat_missile_resistance	character_to_character_own	10.0000
rafford_anci_armor_pelt	wh_main_effect_attribute_enable_causes_fear	character_to_character_own	1.0000
rafford_anci_armor_pelt	wh_main_effect_character_stat_physical_resistance	character_to_character_own	10.0000
rafford_anci_armor_pelt	wh_dlc08_effect_ability_enable_ruinous_flesh	character_to_character_own	1.0000
wolftribe_arngrim_valdyr_and_vitnir	wh_main_effect_character_stat_enable_magic_attacks	character_to_character_own	1.0000
wolftribe_arngrim_valdyr_and_vitnir	wh_main_effect_character_stat_ap_damage	character_to_character_own	100.0000
wolftribe_arngrim_valdyr_and_vitnir	wh_main_effect_character_stat_melee_defence	character_to_character_own	5.0000
wolftribe_arngrim_valdyr_and_vitnir	wh_main_effect_force_all_campaign_post_battle_loot_mod	character_to_character_own	10.0000
wolftribe_arngrim_valdyr_and_vitnir	wolftribe_effect_ability_enable_frostaxe_aura	character_to_character_own	1.0000
wolftribe_rana_ardenwood_bow	wh_main_effect_agent_action_success_chance	character_to_character_own	10.0000
wolftribe_rana_ardenwood_bow	wh_main_effect_character_stat_missile_damage	character_to_character_own	10.0000
wolftribe_rana_ardenwood_bow	wh_main_effect_character_wound_recovery_time_mod	character_to_character_own	-1.0000
wolftribe_rana_ardenwood_bow	wh_dlc05_effect_ability_enable_shield_of_thorns	character_to_character_own	1.0000
wolftribe_hidolfr_nithi	wh_main_effect_character_stat_miscast	character_to_character_own	-15.0000
wolftribe_hidolfr_nithi	wolftribe_effect_ability_bitter_aura	character_to_character_own	1.0000
wolftribe_hidolfr_nithi	wh_main_effect_force_stat_missile_resistance	character_to_force_own	4.0000
wolftribe_hidolfr_nithi	wolftribe_enable_child_of_frigustrex	character_to_character_own	1.0000
