bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/hkrul_nor_surp	
melee_expert	hkrul_olg
aquatic	hkrul_olg
armour_piercing	hkrul_olg
anti_infantry	hkrul_olg_chariot
armour_piercing	hkrul_olg_chariot
melee_expert	hkrul_olg_chariot
armour_piercing	hkrul_tuula
anti_infantry	hkrul_tuula
melee_expert	hkrul_tuula
melee_expert	hkrul_haftagg
anti_large	hkrul_haftagg
anti_infantry	hkrul_olaf_chariot
armour_piercing	hkrul_olaf_chariot
melee_expert	hkrul_olaf_chariot
anti_infantry	hkrul_olaf
armoured	hkrul_olaf
armour_piercing	hkrul_olaf
anti_infantry	hkrul_tuula_chariot
armour_piercing	hkrul_tuula_chariot
melee_expert	hkrul_tuula_chariot
anti_infantry	hkrul_olaf_mammoth
armour_piercing	hkrul_olaf_mammoth
terror	hkrul_olaf_mammoth
anti_large	hkrul_sarl_inf_marauder_spearman_0
charge_reflector_vs_large	hkrul_sarl_inf_marauder_spearman_0
anti_infantry	hkrul_sarl_inf_marauder_berserkers_0
damage_dealer	hkrul_sarl_inf_marauder_berserkers_0
frenzy	hkrul_sarl_inf_marauder_berserkers_0
armoured_and_shielded	hkrul_sarl_inf_marauder_champions_0
armour_piercing	hkrul_sarl_inf_marauder_champions_1
armoured	hkrul_sarl_inf_marauder_champions_1
anti_large	hkrul_sarl_inf_marauder_hunters_1
decent_melee	hkrul_sarl_inf_marauder_hunters_1
shielded	hkrul_sarl_inf_chaos_marauders_0
armour_piercing	hkrul_sarl_inf_chaos_marauders_1
armour_piercing_ranged	hkrul_sarl_inf_marauder_hunters_0
decent_melee	hkrul_sarl_inf_marauder_hunters_0
melee_expert	hkrul_orgrim
anti_large	hkrul_orgrim
melee_expert	hkrul_berus
armour_piercing	hkrul_berus
spellcaster	hkrul_usta
decent_melee	hkrul_kammler
spellcaster	hkrul_kammler
armour_piercing	hkrul_eyri
melee_expert	hkrul_eyri
