bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/dead_scm_longships	
damage_dealer	nor_longship_ror
fire_whilst_moving	nor_longship_ror
lacks_melee	nor_longship_ror
unbreakable	nor_longship_ror
anti_large	hkrul_birna_longship
fire_whilst_moving	hkrul_birna_longship
lacks_melee	hkrul_birna_longship
unbreakable	hkrul_birna_longship
damage_dealer	hkrul_harald_longship
fire_whilst_moving	hkrul_harald_longship
lacks_melee	hkrul_harald_longship
unbreakable	hkrul_harald_longship
damage_dealer	hkrul_geimdall_longship
fire_whilst_moving	hkrul_geimdall_longship
lacks_melee	hkrul_geimdall_longship
unbreakable	hkrul_geimdall_longship
anti_infantry	hkrul_boartusk_mammoth_ror
armour_piercing	hkrul_boartusk_mammoth_ror
terror	hkrul_boartusk_mammoth_ror
