bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/hkrul_late_summer	
melee_expert	hkrul_grydal
anti_large	hkrul_grydal
anti_infantry	hkrul_goftur
melee_expert	hkrul_goftur
aquatic	hkrul_shark_1
scaly_skin	hkrul_shark_1
aquatic	hkrul_goftur
hybrid	hkrul_mermedus
melee_expert	hkrul_mermedus
anti_large	hkrul_mermedus
terror	hkrul_urf
melee_expert	hkrul_urf
aquatic	hkrul_mermedus
scaly_skin	hkrul_shark_2
aquatic	hkrul_shark_2
precursor_missile	hkrul_eyri
armoured	hkrul_shark_2
scaly_skin	hkrul_shark_3
aquatic	hkrul_shark_3
unbreakable	hkrul_shark_3
unbreakable	hkrul_shark_2
unbreakable	hkrul_shark_1
regeneration	hkrul_shark_3
chaos_warshrine	hkrul_grydal_warshrine
melee_expert	hkrul_grydal_warshrine
