bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/scm_norsca_frontend_dummy	
shielded	hkrul_dummy_baersonling_inf_chaos_marauders_0
armour_piercing	hkrul_dummy_baersonling_chaos_marauders_1
armour_piercing_ranged	hkrul_dummy_baersonling_marauder_hunters_0
decent_melee	hkrul_dummy_baersonling_marauder_hunters_0
armour_piercing	hkrul_dummy_aesling_inf_marauder_champions_1
armoured	hkrul_dummy_aesling_inf_marauder_champions_1
frenzy	hkrul_dummy_varg_inf_marauder_berserkers_0
damage_dealer	hkrul_dummy_varg_inf_marauder_berserkers_0
anti_infantry	hkrul_dummy_varg_inf_marauder_berserkers_0
shielded	hkrul_dummy_varg_inf_chaos_marauders_0
shielded	hkrul_dummy_wolf_inf_chaos_marauders_0
armour_piercing	hkrul_dummy_wolf_chaos_marauders_1
vanguard_deployment	hkrul_dummy_yusak_marauder_horsemen_0
vanguard_deployment	hkrul_dummy_yusak_marauder_horsemen_1
shielded	hkrul_dummy_yusak_marauder_horsemen_1
armour_piercing_ranged	hkrul_dummy_yusak_marauder_horsemen_1
armour_piercing	hkrul_dummy_kurgan_chaos_marauders_1
anti_infantry	hkrul_dummy_aesling_inf_marauder_berserkers_0
damage_dealer	hkrul_dummy_aesling_inf_marauder_berserkers_0
frenzy	hkrul_dummy_aesling_inf_marauder_berserkers_0
armour_piercing	hkrul_dummy_sarl_chaos_marauders_1
armour_piercing_ranged	hkrul_dummy_sarl_marauder_hunters_0
decent_melee	hkrul_dummy_sarl_marauder_hunters_0
