bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/scm_norsca_character	
armour_piercing	hkrul_adella
spellcaster	hkrul_adella
anti_infantry	hkrul_adella
armour_piercing	hkrul_adella_mount
spellcaster	hkrul_adella_mount
anti_infantry	hkrul_adella_mount
spellcaster	hkrul_soren
anti_large	hkrul_soren
armour_piercing	hkrul_soren
armour_piercing	hkrul_akkorak
anti_large	hkrul_akkorak
armour_piercing	hkrul_birna
good_range	hkrul_birna
anti_large	hkrul_birna
armour_piercing	hkrul_drenok
melee_expert	hkrul_drenok
anti_infantry	hkrul_einar
melee_expert	hkrul_einar
ogre_charge	hkrul_einar
ogre_charge	hkrul_harald
melee_expert	hkrul_harald
anti_infantry	hkrul_harald
anti_infantry	hkrul_kolsveinn
armoured	hkrul_kolsveinn
frenzy	hkrul_kolsveinn
melee_expert	hkrul_kolsveinn
shielded	hkrul_lokjar
armour_piercing	hkrul_lokjar
melee_expert	hkrul_lokjar_horse
shielded	hkrul_lokjar_horse
anti_infantry	hkrul_lokjar_chariot
melee_expert	hkrul_lokjar_chariot
attuned_to_magic	hkrul_sayl
spellcaster	hkrul_sayl
melee_expert	hkrul_swyrd
armour_piercing	hkrul_ulfric
melee_expert	hkrul_ulfric
anti_infantry	hkrul_ulfric_mammoth
armour_piercing	hkrul_ulfric_mammoth
terror	hkrul_ulfric_mammoth
anti_large	hkrul_verdandi
armour_piercing	hkrul_verdandi
hybrid	hkrul_verdandi
armour_piercing	hkrul_hakka
melee_expert	hkrul_hakka
shielded	hkrul_oda
melee_expert	hkrul_oda
hybrid	hkrul_oda
