bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/scm_norsca_cb_yusak	
armour_piercing_ranged	scm_fc_norsca_yusak_nor_marauder_throwing_axe
decent_melee	scm_fc_norsca_yusak_nor_marauder_throwing_axe
anti_large	scm_fc_norsca_yusak_nor_marauder_javelins
decent_melee	scm_fc_norsca_yusak_nor_marauder_javelins
anti_large	scm_fc_norsca_yusak_nor_marauder_spear
charge_reflector_vs_large	scm_fc_norsca_yusak_nor_marauder_spear
very_fast	scm_fc_norsca_yusak_nor_marauder_horsemen_throwing_axe
shielded	scm_fc_norsca_yusak_nor_marauder
shielded	scm_fc_norsca_yusak_nor_marauder_great_weapons
