key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person
#land_units_tables;50;db/land_units_tables/scm_norsca																																																						
hkrul_sarl_hunters	10	wh2_main_leather_15	2100	inf_ranged	12	inf_mel	hkrul_sarl_hunters	sarlarcher	wh_main_chs_infantry_fast_blood_dismembers	31	23	50	59		0	wh_main_chs_axe_marauders	hkrul_sarl_hunters	3	none	hkrul_sarl_hunters	wh_main_grn_orc_infantry_savage_rabble	trained			true	40.0000	1500.0000	wh_main_nor_inf_chaos_marauders_0	60	80	0	vo_sel_marauders	vo_sel_melee	vo_sel_culture	1.0000	small	0	20	0	0	0	0	0	0	ranged	true	true	false	false	medium	medium	domination_infantry		
hkrul_sarl_hunters_ror	10	wh2_main_leather_45	2100	inf_ranged	15	inf_mel	hkrul_sarl_hunters_ror	sarlarcherror	wh_main_chs_infantry_fast_blood_dismembers	39	32	60	78		0	wh_dlc08_nor_axe_champion	hkrul_sarl_hunters_ror	3	wh_missile_block_35_wood	hkrul_sarl_hunters_ror	wh_main_grn_orc_infantry_savage_rabble	trained			true	40.0000	1500.0000	hkrul_sarl_hunters_ror	60	80	0	vo_sel_marauders	vo_sel_melee	vo_sel_culture	1.0000	small	0	15	0	0	0	0	10	0	ranged_highvalue	true	true	false	false	high	high	domination_infantry		
hkrul_nightmav	10	wh2_main_body_90	2100	inf_melee	50	inf_mel	hkrul_nightmav	nightmav	hkrul_nightmav	64	39	75	4435		0	hkrul_nightmaw		1	none	hkrul_nightmav	wh_main_monstrous_infantry_chaotic	trained			true	40.0000	1500.0000	wh_dlc03_bst_mon_chaos_spawn_0	60	80	0	vo_sel_default	vo_sel_culture	vo_sel_culture	1.0000	large	0	0	0	15	0	20	15	0	melee_flanker_shock	false	true	false	false	high	high	domination_characters		
calm_fc_norsca_raven	10	wh2_main_leather_15	2100	inf_melee	20	inf_mel	calm_fc_norsca_raven	calm_ksl_raven	calm_fc_norsca_raven	35	32	55	200		0	calm_fc_norsca_raven		4	none	calm_fc_norsca_raven	wh3_dlc24_cth_inf_onyx_crowmen	trained			true	40.0000	1500.0000	calm_fc_norsca_raven	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	elves_wef	0	0	0	0	0	0	0	0	flying_melee_flanker	false	false	false	false	cant_capture	cant_capture	cant_capture		
hkrul_drenok_wolf	10	wh2_main_body_20	2100	inf_melee	50	inf_mel	wh_dlc08_unit_long_text_nor_marauder_warwolves	wf1_norscan_giant_wolf	hkrul_drenok_wolf	55	41	65	3301		0	hkrul_drenok_wolf		1	none	hkrul_drenok_wolf	wh_main_monster	trained			true	40.0000	1500.0000	hkrul_drenok_wolf	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker_shock_highvalue	false	false	false	false	medium	medium	domination_monsters		
dead_drenok_ice_golem	0	wh2_main_body_90	2100	inf_melee	12	inf_mel	dead_drenok_ice_golem	hc2_treekin	wh_dlc05_wef_monster_treekin	22	46	70	512		0	dead_drenok_ice_golem		3	none	dead_drenok_ice_golem	wh_main_monstrous_infantry	trained			true	40.0000	1500.0000	dead_drenok_ice_golem	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	0.5000	elves_wef_large	0	0	0	0	0	15	15	0	melee_gatecrusher	false	true	false	false	medium	medium	domination_monsters		
dead_drenok_ice_bears	0	wh2_main_body_15	2100	inf_melee	26	inf_mel	wh3_main_unit_long_text_monster_feral_bears	be1_wh3_warbear	wh3_main_monster_feral_bear	50	40	60	450		0	hkrul_drenok_ice_bear		3	none	wh3_main_unit_short_text_monster_feral_bears	wh3_main_bear_cavalry	trained			true	40.0000	1500.0000	wh3_main_monster_feral_bears	60	80	0	vo_sel_ksl_war_bear_riders	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	0	0	melee_flanker	false	false	false	false	medium	medium	domination_cav		
dead_drenok_greater_ice_golem	10	wh2_main_bone_150	2100	inf_melee	30	inf_mel	dead_drenok_greater_ice_golem	hu4e_dlc15_rogue_idol	wh2_dlc15_monster_rogue_idol	60	24	75	15992		0	dead_drenok_greater_ice_golem		1	none	dead_drenok_greater_ice_golem	wh_main_monster	trained			true	40.0000	1500.0000	wh2_dlc15_grn_mon_rogue_idol_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	melee_gatecrusher_highvalue	false	false	false	false	default	default	domination_monsters		
rhox_graeling_werekin_of_fijgard	10	wh2_main_heavy_metal_55	2100	inf_melee	32	inf_mel	wh_dlc08_unit_long_text_nor_skin_wolves	hu8_skin_wolf	rhox_graeling_werekin_of_fijgard	42	37	75	315		0	wh_dlc08_nor_skinwolves_claws		3	none	rhox_graeling_werekin_of_fijgard	wh_main_monstrous_trolls	trained			true	40.0000	1500.0000	wh_pro04_nor_mon_skinwolves_ror_0	60	80	0	vo_sel_generic	vo_sel_melee	vo_sel_culture	1.0000	large	0	0	0	0	0	20	0	0	melee_flanker	false	true	false	false	medium	medium	domination_monsters		
